VIN (1-10),City,Model Year,Make,Model,Electric_Vehicle_Type,CAFV_Eligibility,Electric_Range,Base_MSRP,Electric Utility
1G1FZ6S00L,Mukilteo,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259.0,0.0,PUGET SOUND ENERGY INC
JN1AZ0CP7C,Brier,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,PUGET SOUND ENERGY INC
WP0AC2Y18L,Renton,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,192.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDC3DLC6N,Yakima,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PACIFICORP
1C4RJXN60R,Cheney,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,CITY OF CHENEY - (WA)
5YJ3E1EB2K,Royal City,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,PUD NO 2 OF GRANT COUNTY
5YJ3E1EB0K,Bainbridge Island,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EA9L,Seatac,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1C4RJYB63P,Kingston,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EB7J,Everett,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,PUGET SOUND ENERGY INC
7PDSGBBA0P,Snohomish,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EB9L,Wenatchee,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,0.0,PUD NO 1 OF CHELAN COUNTY
WA1E2AFY1R,Poulsbo,2024,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23.0,0.0,PUGET SOUND ENERGY INC
KM8K53AG5L,Yakima,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258.0,0.0,PACIFICORP
5YJ3E1EB6J,Seattle,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1E28H,Snoqualmie,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP
JTDKARFP6L,Bremerton,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,0.0,PUGET SOUND ENERGY INC
3FA6P0PU8H,Olympia,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,PUGET SOUND ENERGY INC
1G1FY6S02P,Pullman,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,AVISTA CORP
5YJ3E1EB1K,Bainbridge Island,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EA7K,Bremerton,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EA3J,Everett,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,PUGET SOUND ENERGY INC
WBAJB1C51J,Everett,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14.0,54950.0,PUGET SOUND ENERGY INC
KNDCC3LD4K,Seattle,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJYGDEF4L,Seattle,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1E23H,Redmond,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EB4J,La Conner,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,PUGET SOUND ENERGY INC
1N4AZ0CP3D,Seattle,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1E26J,Lacey,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EB7K,Seattle,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1RC6E40F,Port Orchard,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38.0,0.0,PUGET SOUND ENERGY INC
1N4AZ0CP8F,Marysville,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,PUGET SOUND ENERGY INC
LPSED3KA8M,Seattle,2021,POLESTAR,PS2,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,233.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJ3E1EA8M,Bothell,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
7FCTGCAP2S,Edmonds,2025,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
5YJSA1E24J,Redmond,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3FMTK4SE4M,Yakima,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PACIFICORP
7FCTGBAA8S,Pullman,2025,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,AVISTA CORP
5YJYGDEE1L,Arlington,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,PUGET SOUND ENERGY INC
YV4H60DM0R,Olympia,2024,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35.0,0.0,PUGET SOUND ENERGY INC
WBY1Z6C53H,Olympia,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EB1J,Burlington,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,PUGET SOUND ENERGY INC
3FA6P0PU3G,Oak Harbor,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EAXL,Sedro-Woolley,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266.0,0.0,PUGET SOUND ENERGY INC
JN1AZ0CP6C,Mill Creek,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,PUGET SOUND ENERGY INC
7PDSGABA5P,Woodway,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EB8J,Bow,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,PUGET SOUND ENERGY INC
1N4AZ1CP4J,Port Orchard,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EB5L,Sultan,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,0.0,PUGET SOUND ENERGY INC
ZACPDFCW8R,Bremerton,2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,0.0,PUGET SOUND ENERGY INC
YV4ER3XL3R,Kingston,2024,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
5YJYGDEE9L,Monroe,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,PUGET SOUND ENERGY INC
1N4AZ1CP1J,Renton,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JA3215H48G,Mukilteo,2016,MITSUBISHI,I-MIEV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,62.0,0.0,PUGET SOUND ENERGY INC
1C4JJXN63P,Moses Lake,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,PUD NO 2 OF GRANT COUNTY
5YJXCBE21J,Cle Elum,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,PUGET SOUND ENERGY INC
WA1E2AFY3M,Everett,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,0.0,PUGET SOUND ENERGY INC
1G1FW6S07H,Walla Walla,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,PACIFICORP
JTDKARFP9L,Quincy,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,0.0,PUD NO 2 OF GRANT COUNTY
5YJ3E1EB1J,Everett,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,PUGET SOUND ENERGY INC
5UXTA6C00N,Walla Walla,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,PACIFICORP
KNDRMDLH3N,Lynnwood,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,0.0,PUGET SOUND ENERGY INC
1G1FX6S08H,Langley,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,PUGET SOUND ENERGY INC
5YJSA1E26G,Poulsbo,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,PUGET SOUND ENERGY INC
KNDCE3LG4L,Everett,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,0.0,PUGET SOUND ENERGY INC
5UXTS1C06M,Kirkland,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EB3J,Greenbank,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EBXJ,Bremerton,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EB0K,Lynnwood,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,PUGET SOUND ENERGY INC
5YJSA1S28F,Mount Vernon,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,0.0,PUGET SOUND ENERGY INC
1C4JJXP64N,Lynnwood,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,PUGET SOUND ENERGY INC
1N4AZ1CP4K,Bothell,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,0.0,PUGET SOUND ENERGY INC
1N4BZ1CP8K,Bothell,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,0.0,PUGET SOUND ENERGY INC
1C4RJXN67R,Pullman,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,AVISTA CORP
5YJ3E1EA3J,Yakima,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,PACIFICORP
5UXTA6C04M,Arlington,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,PUGET SOUND ENERGY INC
WBA8E1C54J,Poulsbo,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14.0,45600.0,PUGET SOUND ENERGY INC
1N4BZ1CP1K,Bothell,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,0.0,PUGET SOUND ENERGY INC
JN1AZ0CP1C,Yelm,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,PUGET SOUND ENERGY INC
5YJSA1H17F,Addy,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,0.0,AVISTA CORP
1N4AZ1CP3J,Oak Harbor,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,0.0,PUGET SOUND ENERGY INC
YV4BR0CK6M,Olympia,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,0.0,PUGET SOUND ENERGY INC
5YJSA1E10G,Lynnwood,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,PUGET SOUND ENERGY INC
1N4AZ1CP7J,Edmonds,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,0.0,PUGET SOUND ENERGY INC
1G1FW6S03J,Bothell,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,PUGET SOUND ENERGY INC
1C4RJXP69R,Wapato,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,PACIFICORP
KNDCC3LD6J,Clinton,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,0.0,PUGET SOUND ENERGY INC
5UXTA6C08P,Bothell,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EA8L,Greenbank,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266.0,0.0,PUGET SOUND ENERGY INC
5YJXCBE43L,Redmond,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDCE3LG1K,Bothell,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EB3K,Lynnwood,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,PUGET SOUND ENERGY INC
KNDCC3LD4K,Kettle Falls,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,0.0,AVISTA CORP
1N4AZ0CP0F,Mukilteo,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,PUGET SOUND ENERGY INC
WVWPP7AU4F,Walla Walla,2015,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83.0,0.0,PACIFICORP
KNDCE3LG1K,Anacortes,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,0.0,PUGET SOUND ENERGY INC
1G1RB6S57J,Oak Harbor,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,0.0,PUGET SOUND ENERGY INC
5YJXCBE21G,Mount Vernon,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,0.0,PUGET SOUND ENERGY INC
WBAJB1C5XJ,Bothell,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14.0,54950.0,PUGET SOUND ENERGY INC
1N4AZ0CP2D,Coupeville,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EB5L,Walla Walla,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,0.0,PACIFICORP
5YJXCBE2XG,Mount Vernon,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,0.0,PUGET SOUND ENERGY INC
5YJYGDEE6L,Issaquah,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4AZ0CP4G,Freeland,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,PUGET SOUND ENERGY INC
1C4RJXN69R,Palouse,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,AVISTA CORP
1N4BZ0CP7H,Spokane,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107.0,0.0,MODERN ELECTRIC WATER COMPANY
5YJ3E1EB9K,Arlington,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,PUGET SOUND ENERGY INC
1G1FZ6S07K,Granite Falls,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,PUGET SOUND ENERGY INC
1G1RB6S53J,Pullman,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,0.0,AVISTA CORP
JM3KKEHA3R,Snohomish,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,0.0,PUGET SOUND ENERGY INC
1C4RJXU62R,Yakima,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,PACIFICORP
WVWKP7AU0G,Seabeck,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83.0,0.0,PUGET SOUND ENERGY INC
KNDCC3LG2K,Mill Creek,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,0.0,PUGET SOUND ENERGY INC
1N4AZ0CP7D,Bothell,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EA7J,Lake Stevens,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,PUGET SOUND ENERGY INC
3C3CFFGE6G,Naches,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,PACIFICORP
WBAJA9C50J,Spokane,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16.0,52650.0,MODERN ELECTRIC WATER COMPANY
1N4AZ0CP0G,Bow,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EB9K,Selah,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,PACIFICORP
5YJSA1H28F,Wenatchee,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,0.0,PUD NO 1 OF CHELAN COUNTY
5YJ3E1EA3K,Mount Vernon,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,PUGET SOUND ENERGY INC
JN1AZ0CP9C,Yakima,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,PACIFICORP
1G1RC6S54K,Yakima,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,0.0,PACIFICORP
JTJCJMGA4R,Yakima,2024,LEXUS,RX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37.0,0.0,PACIFICORP
WVWKP7AU6G,Tieton,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83.0,0.0,PACIFICORP
5YJ3E1EA2J,Snohomish,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,PUGET SOUND ENERGY INC
SADHD2S17L,Sedro-Woolley,2020,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EB3K,Marysville,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,PUGET SOUND ENERGY INC
1G1RD6S5XH,Pullman,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,0.0,AVISTA CORP
KL8CK6S06F,Lynnwood,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82.0,0.0,PUGET SOUND ENERGY INC
1C4JJXR64M,Langley,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,PUGET SOUND ENERGY INC
5UXTA6C05N,Lynnwood,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,PUGET SOUND ENERGY INC
5YJXCDE26L,Walla Walla,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289.0,0.0,PACIFICORP
JN1AZ0CP4B,Mazama,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,"OKANOGAN COUNTY ELEC COOP, INC"
7FCEHEB24R,Burlington,2024,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
JM3KKEHA8S,Lacey,2025,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,0.0,PUGET SOUND ENERGY INC
JHMZC5F35J,Everett,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47.0,0.0,PUGET SOUND ENERGY INC
5YJXCDE2XJ,Lake Stevens,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,PUGET SOUND ENERGY INC
1G1FZ6S04L,Olympia,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259.0,0.0,PUGET SOUND ENERGY INC
1N4AZ0CP9D,Greenbank,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EB4J,Lynnwood,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,PUGET SOUND ENERGY INC
5YJSA1E20J,Snohomish,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249.0,0.0,PUGET SOUND ENERGY INC
1N4AZ1CP7J,Peshastin,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,0.0,PUD NO 1 OF CHELAN COUNTY
KNDCR3L15R,Yelm,2024,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
5UX43EU09S,Walla Walla Co,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40.0,0.0,PACIFICORP
KNDPZDDH2S,Bremerton,2025,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34.0,0.0,PUGET SOUND ENERGY INC
1N4BZ1CP8L,Edmonds,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,PUGET SOUND ENERGY INC
WA1AAAGE4M,Lynnwood,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,222.0,0.0,PUGET SOUND ENERGY INC
WBY7Z2C59J,Seattle,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
